Section,Part_Number,Size,Description,Finish,Quantity,OEM_Number
Drill Bits,10868PK,"25/64""               51/8""                  135°             Gold         HSS Co","25/64""               51/8""                  135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10869PK,"13/32""              51/4""                  135°             Gold         HSS Cob","13/32""              51/4""                  135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10870PK,"27/64""               5 3/8""                 135°             Gold         HSS Co","27/64""               5 3/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10871PK,"7/16""               51/2""                  135°             Gold         HSS Cob","7/16""               51/2""                  135°             Gold         HSS Cobalt Drill Bits ~@",,5Pcs.,
Drill Bits,0873PK,"29/64"" 15/32"" 5 5/8"" 5 3/4"" 135° 135° Gold Gold HSS Cobalt Drill Bits HSS Cobalt","29/64"" 15/32"" 5 5/8"" 5 3/4"" 135° 135° Gold Gold HSS Cobalt Drill Bits HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10874PK,"31/64""              5 7/8""                 135°             Gold         HSS Cob","31/64""              5 7/8""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Drill Bits,10875PK,"1/2""                   6""                 135°             Gold         HSS Coba","1/2""                   6""                 135°             Gold         HSS Cobalt Drill Bits",,5Pcs.,
Tools & Supplies,12988PK,"17/32""                     1/2""                   135°                  Gold","17/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,12990PK,"9/16""                      1/2""                   135°                  Gold","9/16""                      1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,12992PK,"19/32""                     1/2""                   135°                  Gold","19/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,12994PK,"5/8""                       1/2""                  135°                  Gold","5/8""                       1/2""                  135°                  Gold",,1 Pc.,
Tools & Supplies,12996PK,"21/32""                     1/2""                   135°                  Gold","21/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,12998PK,"11/16""                     1/2""                   135°                  Gold","11/16""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,13000PK,"23/32""                     1/2""                   135°                  Gold","23/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,13002PK,"3/4""                       1/2""                  135°                  Gold","3/4""                       1/2""                  135°                  Gold",,1 Pc.,
Tools & Supplies,13004PK,"25/32""                     1/2""                   135°                  Gold","25/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,13006PK,"13/16""                     1/2""                   135°                  Gold","13/16""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,13008PK,"27/32""                     1/2""                   135°                  Gold","27/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,13010PK,"7/8""                       1/2""                  135°                  Gold","7/8""                       1/2""                  135°                  Gold",,1 Pc.,
Tools & Supplies,13012PK,"29/32""                     1/2""                   135°                  Gold","29/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,13014PK,"15/16""                     1/2""                   135°                  Gold","15/16""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,13016PK,"31/32""                     1/2""                   135°                  Gold","31/32""                     1/2""                   135°                  Gold",,1 Pc.,
Tools & Supplies,10880PK,"6mm                            1/4""                   High Speed Steel","6mm                            1/4""                   High Speed Steel",,3Pcs.,
Tools & Supplies,10881PK,"8mm                           5/16""                   High Speed Steel","8mm                           5/16""                   High Speed Steel",,3Pcs.,
Drill Bits,10882PK,"10mm                              3/8""                   High Speed Steel ' ____","10mm                              3/8""                   High Speed Steel ' ______,,,......:tr .... - - - - - - - -- ' Drill Size                        S~otWelds                        Ty~e          Qty. 8mm                                                   Cobalt Spur Point Cobalt Spur Point",,3Pcs.,
Drill Bits,16066PK,"8mm Drill Size For 5/16"" Spot Welds 3-Edged High Speed Drills Through Boron Stee","8mm Drill Size For 5/16"" Spot Welds 3-Edged High Speed Drills Through Boron Steel Black Finish Carbide Spot Weld Drill Bits",,1 Pc.,
Tools & Supplies,10843PK,"1/8"" (.125)                        135°                    High Speed Steel","1/8"" (.125)                        135°                    High Speed Steel",,10 Pcs.,
Tools & Supplies,10844PK,"3/16"" (.1875)                        135°                    High Speed Steel","3/16"" (.1875)                        135°                    High Speed Steel",,5Pcs.,
Tools & Supplies,10845PK,"1/4"" (.250)                        135°                    High Speed Steel","1/4"" (.250)                        135°                    High Speed Steel",,5Pcs.,
Drill Bits,10883PK,"1/8 - 1/2"" Drill Size 13 Hole Sizes Gold Finish HSS High Speed Titanium Step Bit","1/8 - 1/2"" Drill Size 13 Hole Sizes Gold Finish HSS High Speed Titanium Step Bits",,1 Pc.,
Drill Bits,12003PK,"3/16 - 7/8"" Drill Size 12 Hole Sizes Gold Finish HSS High Speed Steel Titanium S","3/16 - 7/8"" Drill Size 12 Hole Sizes Gold Finish HSS High Speed Steel Titanium Step Bits Gold surface treated body, these reamers are especially designed for the reaming of structural steel plates found in truck frames, rail cars, bridges and pressure vessels. For use only to enlarge previously formed or drilled holes.",,1 Pc.,
Tools & Supplies,18195PK,"1/2""                3/8"" Min.             3              5 7/8""            Gold","1/2""                3/8"" Min.             3              5 7/8""            Gold",,1 Pc.,
Tools & Supplies,18197PK,"5/8""                7/16"" Min.            3              6 3/8""            Gold","5/8""                7/16"" Min.            3              6 3/8""            Gold",,1 Pc.,
Tools & Supplies,18200PK,"3/4""                1/2"" Min.             3              6 7/8""            Gold","3/4""                1/2"" Min.             3              6 7/8""            Gold",,1 Pc.,
